,Disk (GB),Memory (GB),CPU (Core),Bandwidth (MB/s),Region,Latitude,Longitude
4350,1294,16,13,410,Connecticut,41.22297274314277,71.88156747395203
4351,1294,16,13,407,Connecticut,41.501870864673634,73.02888552326687
4352,1294,16,13,407,Connecticut,41.407477217633634,72.46259410055224
4353,1294,16,13,387,Connecticut,41.757549574420125,72.86054479736566
4354,1294,16,13,375,Connecticut,41.020262899543006,73.56015020415819
4355,1294,16,12,369,Connecticut,41.637143088934785,71.85367739206231
4356,1294,16,9,363,Connecticut,41.601285921178516,72.98090083708554
4357,1294,16,9,363,Connecticut,41.62734425392924,72.42554031101292
4358,1294,16,9,358,Connecticut,41.39735023656409,73.0519620501968
4359,1294,16,9,358,Connecticut,40.999082805394245,73.28798645538993
4360,1294,16,9,358,Connecticut,42.002019167395375,73.58236620400231
4361,1294,16,9,356,Connecticut,41.60468550745635,71.7956491913595
4362,1294,16,9,346,Connecticut,41.65416601845479,72.79695957960925
4363,1078,16,9,344,Connecticut,41.665786613796804,71.94394652061331
4364,1078,16,9,338,Connecticut,41.32631840308814,73.48292667143669
4365,1078,16,9,338,Connecticut,41.988560295696175,72.1689575594247
4366,1078,16,9,338,Connecticut,41.325345870022794,72.04580705445373
4367,1078,16,9,338,Connecticut,41.54472604387878,73.54188188536799
4368,1078,16,9,338,Connecticut,41.390375446913936,71.85925898144805
4369,1078,16,9,338,Connecticut,41.21087835933888,72.18585535628353
4370,1078,16,9,338,Connecticut,41.14608465550097,73.70619593894101
4371,1078,16,9,338,Connecticut,41.99552309163026,73.47722154544336
4372,1078,16,9,338,Connecticut,42.036323277160626,73.23962626183884
4373,1078,16,9,338,Connecticut,41.962628147427196,71.88027459825474
4374,1078,16,9,338,Connecticut,41.10101231104195,72.9312287483367
4375,1078,16,9,338,Connecticut,41.603582761199064,72.22826844043958
4376,1031,16,9,337,Connecticut,41.94512949552889,73.40841647819416
4377,898,16,9,337,Connecticut,41.300347756168165,73.32977438165685
4378,878,16,9,335,Connecticut,41.71062083434344,73.59385818793163
4379,862,16,9,334,Connecticut,41.24434816275775,73.50754706000396
4380,862,16,9,334,Connecticut,41.54630415334913,72.32854039854703
4381,862,16,9,332,Connecticut,41.09327707500219,73.44219611009794
4382,862,16,9,332,Connecticut,41.55091529950149,72.84385660574544
4383,862,15,9,330,Connecticut,41.17855270319211,72.93723519080274
4384,862,14,9,329,Connecticut,41.77471595995665,72.20410373954553
4385,862,14,9,327,Connecticut,41.257784387825254,72.8452924178246
4386,862,14,9,325,Connecticut,41.59022095118281,72.14411472122097
4387,862,14,9,324,Connecticut,41.60521218977973,72.20616971096518
4388,862,14,9,323,Connecticut,41.54653557841616,73.51292642197188
4389,862,14,9,321,Connecticut,41.02351993572079,73.1443856792121
4390,862,14,9,319,Connecticut,41.86383136762646,71.95070231313095
4391,862,14,9,319,Connecticut,41.68333133408176,73.59236443893461
4392,862,14,9,317,Connecticut,41.84385167364117,71.96092206104443
4393,862,14,9,316,Connecticut,41.084079116798435,73.58255771108334
4394,862,13,9,315,Connecticut,42.044754437804976,73.19661001574669
4395,862,11,9,315,Connecticut,41.328485858937576,73.69565411482661
4396,862,10,9,313,Connecticut,41.26850112946545,72.09159495033097
4397,862,9,9,313,Connecticut,41.82143215887804,72.68242482873899
4398,862,8,9,312,Connecticut,41.22232368247554,71.81582587080199
4399,862,8,9,312,Connecticut,41.44853142453678,71.81872912816848
4400,862,8,9,310,Connecticut,41.59835009013255,71.92762956316743
4401,862,8,9,306,Connecticut,41.762271123790924,72.65591699713282
4402,862,8,9,297,Connecticut,41.52523506225884,72.60578666303678
4403,862,8,9,295,Connecticut,41.09163202626576,73.59520664117842
4404,862,8,9,294,Connecticut,41.090888317743925,72.52542067974319
4405,862,8,9,294,Connecticut,41.742510280089235,73.7062711116276
4406,862,8,8,292,Connecticut,41.34435697059228,72.83298767830172
4407,862,8,6,291,Connecticut,41.93020342490151,72.98504459247143
4408,862,8,6,283,Connecticut,41.84208787896426,71.97076879731715
4409,862,8,6,282,Connecticut,41.70135977483381,72.02579254456278
4410,827,8,6,282,Connecticut,41.31503996830408,73.58361953403958
4411,807,8,6,280,Connecticut,41.217978149128214,72.56310443733338
4412,731,8,6,273,Connecticut,41.329969338406244,73.6855269395845
4413,714,8,6,272,Connecticut,41.99145052542391,72.48154294979157
4414,707,8,6,272,Connecticut,41.927548786530224,72.11044736474828
4415,647,8,6,268,Connecticut,41.45791860864534,72.25582339337605
4416,647,8,6,266,Connecticut,41.11484036554225,72.15097778655178
4417,647,8,6,266,Connecticut,41.959557888036116,71.90505566022205
4418,647,8,6,265,Connecticut,41.94558001980392,71.91913430334618
4419,647,8,6,265,Connecticut,40.99852540755721,72.2075034056643
4420,647,8,6,264,Connecticut,41.18264263114688,73.31503558796757
4421,647,8,6,263,Connecticut,41.974733464172125,71.78554199237207
4422,647,8,6,261,Connecticut,41.902345764448405,73.2524591549339
4423,647,8,6,260,Connecticut,41.151806047403944,72.1301418454272
4424,647,8,6,260,Connecticut,41.45723489756385,72.50168436523325
4425,647,8,6,252,Connecticut,41.21159287079074,72.30400251816825
4426,647,8,6,251,Connecticut,41.172679802278346,73.13497558789939
4427,647,8,6,248,Connecticut,41.37715970972113,72.66707553146172
4428,647,8,6,242,Connecticut,41.48353941383462,72.13341389202319
4429,647,8,6,241,Connecticut,41.11615755250048,72.33060431005629
4430,610,8,6,236,Connecticut,41.68092335407458,72.36099607680855
4431,557,8,6,235,Connecticut,41.27579430423272,72.81704698930577
4432,480,8,6,233,Connecticut,41.24242106981416,71.87765270990933
4433,431,8,6,233,Connecticut,42.04841334141496,73.28789498155695
4434,431,8,6,232,Connecticut,41.03184094199006,73.29635657886705
4435,431,8,6,231,Connecticut,41.34694786655956,73.13615779480317
4436,431,8,6,227,Connecticut,41.598959262018425,73.13916822391343
4437,431,7,6,225,Connecticut,41.73032991712155,73.27863844303688
4438,431,6,6,224,Connecticut,41.11942280049377,72.21940747923244
4439,431,5,3,223,Connecticut,41.9849389366825,73.13987607694895
4440,431,5,3,222,Connecticut,41.71559025394143,73.31174880406384
4441,431,5,3,221,Connecticut,41.09537511549164,73.36136952374771
4442,431,5,3,216,Connecticut,42.04070402549146,72.28406533314563
4443,431,5,3,209,Connecticut,41.00752355172331,73.09533297448372
4444,431,5,3,207,Connecticut,41.49225003186413,73.34987826413597
4445,431,5,3,205,Connecticut,41.35413010209751,72.24201784787519
4446,431,5,3,205,Connecticut,41.14701349953859,72.17158274773024
4447,431,5,1,203,Connecticut,40.98613491294475,73.67508312181785
4448,13665,102,18,2782,Florida,26.01198810179959,86.76995494023465
4449,13665,68,18,2377,Florida,30.407271146975052,87.07833307754514
4450,13665,68,18,2269,Florida,25.75805807935019,83.04640103305366
4451,13380,68,18,2082,Florida,28.609356384392036,83.15195314569743
4452,13380,68,18,1981,Florida,25.62615694814694,85.09616900778195
4453,13037,68,18,1784,Florida,30.72074533696632,81.8321573100905
4454,12811,68,18,1784,Florida,25.82451201817572,84.48892781717188
4455,12526,68,18,1784,Florida,26.865083081305382,86.0894332466815
4456,12526,68,18,1784,Florida,29.17595250589757,81.4761474261421
4457,12526,51,18,1784,Florida,24.999323648518022,85.4382411327291
4458,11957,51,15,1784,Florida,26.643439331488107,84.07587756172609
4459,11957,51,15,1605,Florida,28.305599912690706,82.3591326148693
4460,11672,43,15,1546,Florida,30.730061198669958,80.92521756662907
4461,11387,40,15,1546,Florida,28.12560296117651,87.39054999701818
4462,11387,40,15,1520,Florida,25.5621451511173,81.11804377612876
4463,10818,40,15,1520,Florida,25.015952889097964,87.47284047441826
4464,10818,33,15,1520,Florida,25.25715038541783,80.45542092322387
4465,10818,33,15,1520,Florida,29.11772482323312,86.48264558238165
4466,10818,33,15,1520,Florida,30.908678684275195,83.93228697912483
4467,10533,33,15,1520,Florida,27.898172586469336,85.94144055027823
4468,10533,33,15,1520,Florida,25.05586582916036,84.75664386156075
4469,10533,33,15,1520,Florida,27.919532208379653,84.22551878902983
4470,10533,33,15,1486,Florida,27.270764688219515,84.79152277812773
4471,10249,33,15,1486,Florida,30.436677434325397,87.36894729921531
4472,10249,33,15,1486,Florida,29.72613367518823,86.33663095178105
4473,10249,33,15,1486,Florida,27.76744602164617,87.49389839585398
4474,10249,33,15,1486,Florida,30.72030885658422,83.86173326295149
4475,10249,33,15,1486,Florida,25.77586144584137,84.87452572595703
4476,10249,33,15,1486,Florida,28.121502565864905,86.49059092924111
4477,10249,33,15,1486,Florida,26.636629825179348,84.52515149449304
4478,10249,33,15,1486,Florida,27.991676868313796,82.53297528860415
4479,10249,33,15,1486,Florida,29.06556720247892,81.84060336452545
4480,10249,33,15,1486,Florida,26.774746499973656,82.4741171709859
4481,10249,33,15,1486,Florida,30.91957936294465,85.74148900434521
4482,10249,33,15,1486,Florida,29.66365162931052,80.80744453816634
4483,10249,33,15,1486,Florida,27.413514850859848,85.67169910343348
4484,10249,33,15,1486,Florida,24.575612854633995,85.64381924050137
4485,9964,33,15,1486,Florida,29.7514685026563,81.16719949812415
4486,9964,33,15,1486,Florida,28.015775704376345,83.62831072917463
4487,9964,33,15,1486,Florida,26.67173260158406,84.96494683356721
4488,9964,33,15,1486,Florida,30.41774223680936,80.77700774550853
4489,9964,33,15,1486,Florida,28.947082104662055,84.60733064304375
4490,9964,33,15,1486,Florida,27.430313252290194,85.74892189428303
4491,9679,33,15,1486,Florida,29.95246430852886,80.28303638847085
4492,9679,33,15,1486,Florida,30.970002639920597,84.05642627608516
4493,9679,33,15,1486,Florida,29.607665210581818,79.80357203128582
4494,9679,33,15,1486,Florida,27.09282684282614,82.5151037131209
4495,9652,33,15,1486,Florida,26.357354099804336,87.25006122804037
4496,9561,33,15,1486,Florida,30.43226597243173,85.37367568002664
4497,9394,33,15,1486,Florida,30.746218411058617,82.13705863991831
4498,9394,33,15,1486,Florida,28.075796480772468,83.0571133918627
4499,9394,33,15,1486,Florida,25.51413364908765,80.00159222007937
4500,9380,33,15,1486,Florida,27.950341707579682,80.80390073802482
4501,9110,33,15,1486,Florida,27.503123156639546,82.49303595492485
4502,9110,33,15,1486,Florida,26.418668742053228,87.05101766609033
4503,9110,33,15,1486,Florida,27.421246659561906,82.88788651656233
4504,9110,33,15,1486,Florida,29.03955849630278,84.03863218734696
4505,9110,33,15,1455,Florida,28.979919933554207,86.70652731904752
4506,8866,33,15,1429,Florida,30.316371577713223,84.92318872672926
4507,8825,33,15,1426,Florida,30.534583210959166,80.50696659794554
4508,8825,33,15,1426,Florida,27.052309754796063,83.46723730887327
4509,8825,33,15,1426,Florida,29.501147708731935,84.31047156147258
4510,8540,33,15,1426,Florida,30.182088974994258,84.72192424687921
4511,8540,33,15,1426,Florida,24.96689842973084,84.12762041893272
4512,8540,33,15,1426,Florida,27.021602504139306,79.8366950563318
4513,8540,33,15,1426,Florida,28.707238018082215,83.68817116752787
4514,8540,33,15,1426,Florida,24.954580490241614,86.38309940739853
4515,8540,33,15,1421,Florida,24.599993329167347,87.17140751047091
4516,8540,33,15,1415,Florida,24.849590374101695,85.36352034512349
4517,8540,33,15,1396,Florida,27.08196646095415,86.05435484601978
4518,8540,33,15,1367,Florida,27.606714403786334,80.47837347511081
4519,8540,33,15,1336,Florida,25.534490904661418,84.21073735988762
4520,8392,33,15,1336,Florida,27.623079942386386,87.37101634001631
4521,8256,33,15,1336,Florida,27.698168451252275,80.37670504831391
4522,8256,33,15,1336,Florida,30.14959164786533,84.82547892861763
4523,8187,33,15,1307,Florida,27.865918752392968,82.1521352767955
4524,7971,33,15,1307,Florida,27.549689289078096,87.10193678380557
4525,7971,33,15,1305,Florida,25.18178556151633,80.04589186710933
4526,7971,33,12,1292,Florida,27.110895977811044,82.53247393727011
4527,7971,33,12,1289,Florida,29.30968042124836,81.7357029364135
4528,7971,33,12,1285,Florida,26.383619931932092,84.97577600301074
4529,7971,33,12,1282,Florida,27.5624602281548,80.7297692763605
4530,7971,33,12,1279,Florida,25.962654398428526,81.84367110273723
4531,7686,33,12,1260,Florida,25.001935597524344,83.30385427971976
4532,7686,33,12,1248,Florida,29.04256487779174,84.49177926730593
4533,7686,33,12,1248,Florida,24.658056511259332,81.84168603013991
4534,7402,33,12,1234,Florida,27.915893981142382,80.53819563339889
4535,7402,33,12,1217,Florida,30.46659904479467,83.62711424940677
4536,7402,33,12,1188,Florida,24.884742791564218,84.74177376336345
4537,7402,33,12,1188,Florida,28.963734141353534,82.57039382380124
4538,7402,33,12,1188,Florida,30.21286269795107,83.7013845935953
4539,7402,33,12,1188,Florida,30.780802896658713,81.42648617671468
4540,7402,33,12,1188,Florida,27.73986778588549,83.7209666214899
4541,7369,33,12,1188,Florida,28.740588666932602,80.9914951837755
4542,7117,33,12,1188,Florida,24.654534667614957,82.35799051291082
4543,7117,33,12,1188,Florida,27.420433354640767,83.16907217123821
4544,7117,33,12,1188,Florida,27.998905679669292,87.44382244953219
4545,7117,33,12,1188,Florida,30.72373029945731,81.83730703878605
4546,7117,33,12,1188,Florida,25.495076701650106,85.28736690146535
4547,7117,33,12,1188,Florida,28.943453190276472,83.43921402397561
4548,7117,33,12,1188,Florida,25.878748620646263,85.78297419609713
4549,6832,33,12,1188,Florida,25.520848083852833,82.38550634517533
4550,6832,33,12,1188,Florida,30.761424594051036,84.04142013563406
4551,6832,33,12,1188,Florida,29.26356560525536,79.80528587579003
4552,6832,33,12,1188,Florida,27.50598914829765,79.97872165231655
4553,6832,33,12,1188,Florida,27.31454240502489,87.27148567937034
4554,6832,33,12,1188,Florida,26.753223320146457,83.16344956890386
4555,6832,33,12,1188,Florida,28.342301153833372,86.46351729387136
4556,6832,33,12,1188,Florida,29.322655954471085,87.03049823233025
4557,6832,33,12,1188,Florida,26.7920757033081,84.02914075880639
4558,6832,33,12,1188,Florida,24.888608006876204,84.97175123511327
4559,6832,33,12,1188,Florida,28.64134084217875,79.99940556858094
4560,6832,33,12,1188,Florida,25.231242748148045,82.45695930552927
4561,6832,33,12,1188,Florida,29.483466891698754,86.71266275000539
4562,6832,33,12,1188,Florida,28.374693583644866,87.11772079427334
4563,6770,33,12,1188,Florida,27.43407559878707,84.63052826901668
4564,6548,31,12,1188,Florida,30.327224210603763,81.91692785558469
4565,6548,30,12,1158,Florida,25.3450587065796,86.57246307319645
4566,6548,28,12,1157,Florida,27.81932975739344,86.68292149995139
4567,6548,28,12,1140,Florida,28.687625767412868,84.65000186238004
4568,6548,28,12,1129,Florida,25.554736252677223,83.52961501829122
4569,6506,28,12,1129,Florida,25.075505646811166,86.42609630675052
4570,6263,28,12,1114,Florida,26.921783688458042,83.21467132758195
4571,6263,27,12,1113,Florida,30.21255380815377,82.09666726029434
4572,6263,25,12,1100,Florida,29.683056505928615,85.92450308892401
4573,6263,25,12,1097,Florida,30.95049812833579,85.00651693206751
4574,6263,25,12,1095,Florida,25.142863157043735,81.00114781191623
4575,6263,25,12,1080,Florida,26.214389345819317,83.44429545963425
4576,6263,25,12,1069,Florida,25.155965668703676,81.21347731783037
4577,6263,25,12,1069,Florida,25.50637609620311,82.06198322672392
4578,6263,25,12,1069,Florida,29.44423811943734,85.2172525700976
4579,5978,25,12,1069,Florida,27.71143061227842,84.04570005146712
4580,5978,25,12,1069,Florida,27.670170916613124,84.17803768521608
4581,5978,25,12,1069,Florida,25.435433637795715,81.19889044594986
4582,5978,25,12,1069,Florida,25.842202048544312,83.52129442377466
4583,5978,25,12,1069,Florida,30.100359841692843,86.9005761913216
4584,5978,25,12,1069,Florida,28.757665530075144,84.83008849627086
4585,5978,25,12,1069,Florida,26.237736591731288,84.24958340072503
4586,5978,25,12,1041,Florida,26.796238791673098,81.41957109140321
4587,5978,25,12,1041,Florida,28.555595397961113,85.2446584805649
4588,5978,25,12,1041,Florida,26.434363749387025,87.35768291634514
4589,5978,25,12,1041,Florida,24.83131203710171,81.38987630080558
4590,5693,25,12,1035,Florida,28.96021444554352,79.86120973320561
4591,5693,25,12,1011,Florida,29.744542809528966,82.96115482851474
4592,5693,25,12,1011,Florida,30.677196999012523,80.7003604413323
4593,5693,25,12,1009,Florida,28.1054472029925,82.51077489412877
4594,5693,25,12,1001,Florida,25.41491170218313,86.12795155970348
4595,5693,25,12,996,Florida,29.797869384037416,84.83546779978028
4596,5693,25,12,981,Florida,27.528427939478913,86.23404543983021
4597,5693,25,12,981,Florida,28.388589201559075,83.1104580647699
4598,5693,25,12,977,Florida,25.38446477150667,83.95019811288135
4599,5693,25,12,976,Florida,30.804681950539994,80.77748091127155
4600,5648,25,12,964,Florida,26.41000529209337,79.93453679221457
4601,5637,25,12,961,Florida,28.01109955657443,80.41072668089646
4602,5618,25,12,961,Florida,27.29569530271736,85.00904336837395
4603,5409,25,12,956,Florida,30.39375185557727,82.97028909521552
4604,5409,25,12,950,Florida,27.470594768142,79.84165588981244
4605,5409,25,12,950,Florida,27.61397168417449,80.54251233844494
4606,5409,24,12,950,Florida,27.932534485407224,80.5951580874944
4607,5409,23,12,950,Florida,26.184141316772358,81.16639197556849
4608,5405,22,12,950,Florida,29.851710046561866,80.10945796210935
4609,5124,22,12,949,Florida,27.743960317684824,86.39977009584926
4610,5124,20,12,936,Florida,28.122998965205205,85.16230891390954
4611,5124,20,12,927,Florida,27.57665582465582,82.636729074408
4612,5124,20,12,927,Florida,29.149330821404376,84.38340765821151
4613,5124,20,12,927,Florida,25.153392060973836,81.46215854224015
4614,5124,20,12,915,Florida,26.336203308653175,84.52314903657646
4615,5124,20,12,914,Florida,25.850454830326452,84.17789604183814
4616,5124,20,12,913,Florida,27.217681427120706,80.99178930281315
4617,5124,20,12,913,Florida,25.337654238936913,80.90039311161901
4618,5124,20,12,913,Florida,28.5092191145308,82.62231463543031
4619,5124,20,12,913,Florida,30.836625140828836,84.87011584090261
4620,5124,19,12,913,Florida,26.540604804197148,84.10940922707158
4621,5112,17,12,909,Florida,25.614594659437916,80.49317203168007
4622,4839,17,12,890,Florida,25.6327185712092,83.21939884673438
4623,4839,17,12,890,Florida,30.029598313785748,79.84528012188274
4624,4839,17,12,890,Florida,28.99162023459574,86.98840747526395
4625,4839,17,12,890,Florida,29.428254998477474,83.08679944452346
4626,4839,15,12,890,Florida,28.645409624651723,80.16779220606352
4627,4839,15,12,890,Florida,27.132616038473717,84.1915662733826
4628,4839,15,12,890,Florida,30.321566402887676,85.90194420131789
4629,4555,15,12,890,Florida,27.829699225071693,82.72928707445257
4630,4555,15,12,890,Florida,27.15165812927288,81.7557881632455
4631,4555,15,12,890,Florida,24.62965949779253,83.31353459939271
4632,4555,15,12,890,Florida,29.476686580793345,80.81386233895523
4633,4555,15,12,890,Florida,30.976155361495678,83.12137537151636
4634,4555,15,12,890,Florida,28.19741136034562,86.97802987527203
4635,4555,15,12,890,Florida,25.693032231183665,86.40890634681998
4636,4555,15,12,890,Florida,25.01811884865462,87.00594377333961
4637,4555,15,12,890,Florida,30.579098245518686,85.43919031093652
4638,4555,15,12,890,Florida,26.229207997065565,87.3089025439358
4639,4555,15,12,890,Florida,30.271679651619465,80.29265419423447
4640,4342,15,12,890,Florida,30.186730389926492,83.6157062951241
4641,4270,15,12,890,Florida,26.467970213604307,86.60496892568761
4642,4270,15,12,890,Florida,30.51231915414943,80.1226907703936
4643,4270,15,12,890,Florida,25.672663188397788,85.69920441909518
4644,4270,15,12,890,Florida,25.22517527123596,79.82343680837293
4645,4270,15,12,890,Florida,27.656660510111656,81.54739207986043
4646,4270,15,12,890,Florida,26.8761418208541,84.9139915754841
4647,4270,15,12,890,Florida,25.54527715650711,86.81877068893453
4648,4270,15,12,890,Florida,29.59423334347442,82.38580712376992
4649,4270,15,12,890,Florida,26.692793556623702,79.8366789840752
4650,4270,15,12,890,Florida,30.86376734809732,84.32953022211842
4651,4182,15,12,890,Florida,25.0226768088056,86.63957135024785
4652,4154,15,12,890,Florida,29.821084021408744,83.44833648217342
4653,3988,15,12,890,Florida,29.640481590882636,86.75753273380555
4654,3985,15,12,890,Florida,28.388355524216625,84.83623722588241
4655,3985,15,12,890,Florida,28.571754394821586,84.91116604198257
4656,3985,15,12,890,Florida,27.633195975489702,84.10290976555434
4657,3985,15,12,890,Florida,24.58771421496796,85.047160120753
4658,3985,15,12,890,Florida,28.391473077027683,81.7509920727596
4659,3985,15,12,890,Florida,28.898871114143095,82.55047206235416
4660,3985,15,12,890,Florida,25.390603581762967,83.01619507692885
4661,3985,15,12,890,Florida,25.490165877976178,83.24187133066334
4662,3985,15,12,890,Florida,24.58982216774488,85.55422335826812
4663,3985,15,12,890,Florida,26.54843274448882,85.64648068379465
4664,3862,15,12,890,Florida,29.582994662878438,81.2465612368013
4665,3701,15,12,890,Florida,25.528185717828524,84.78541385235256
4666,3701,15,12,890,Florida,27.918458271539734,82.15185792514256
4667,3701,15,12,890,Florida,30.96416546631368,85.58991417450488
4668,3701,15,12,890,Florida,28.49619361714223,84.22760315532913
4669,3701,15,12,890,Florida,27.923583341528307,82.34602715936863
4670,3701,15,12,890,Florida,29.10242936984731,84.24648786008296
4671,3701,15,12,890,Florida,29.3136192337857,83.95187277833959
4672,3701,15,12,890,Florida,30.350222807428107,79.89920471829666
4673,3701,15,12,890,Florida,27.005364747159533,82.6253138348852
4674,3416,15,12,890,Florida,29.705359366927187,81.98665273980961
4675,3416,15,12,890,Florida,27.893792572467195,82.80360273848413
4676,3416,15,12,890,Florida,27.734210716551328,82.73515901050304
4677,3416,15,12,890,Florida,28.644093815914637,87.32868999503098
4678,3416,15,12,890,Florida,28.58059037250208,81.87475161511148
4679,3416,15,12,890,Florida,25.508254828162553,85.1304484280093
4680,3416,15,12,890,Florida,28.996513221317866,82.11904980686597
4681,3416,15,12,890,Florida,29.00711072678945,81.30459750266724
4682,3416,15,12,890,Florida,28.862754126785415,85.04086499999909
4683,3416,15,12,890,Florida,25.46729155052333,86.07625808464996
4684,3416,15,12,890,Florida,29.473143418965446,79.93825624033931
4685,3416,15,12,890,Florida,25.55138847054335,84.08128385497815
4686,3416,15,12,890,Florida,30.41098567280477,81.23220704509018
4687,3416,15,12,890,Florida,29.250084455498214,85.1518773011264
4688,3416,15,12,890,Florida,24.61266030818654,85.65872888687943
4689,3416,15,12,890,Florida,26.581966538964014,87.29660653660532
4690,3416,15,12,890,Florida,29.66398091743007,81.2188057009453
4691,3416,15,12,890,Florida,29.76088830107412,82.23732608900444
4692,3416,15,12,890,Florida,24.87723322586587,87.29420891907006
4693,3303,15,12,890,Florida,29.604586983789225,84.89627746398004
4694,3131,15,12,890,Florida,29.77678570825669,83.51632295940009
4695,3131,15,12,890,Florida,29.115448150356457,85.8635700600348
4696,3131,15,12,890,Florida,25.928981997912384,81.26986477723088
4697,3131,15,12,890,Florida,26.024613072636928,84.29966394062826
4698,3131,15,12,890,Florida,30.435819317268813,82.36911858412051
4699,3131,15,12,889,Florida,28.40452467017182,85.29969706026468
4700,3131,15,12,887,Florida,25.317477004284193,86.04074419309185
4701,3131,15,12,882,Florida,26.84324663892452,79.83314392543356
4702,3131,15,12,875,Florida,27.633149092428273,85.68663117284704
4703,3131,15,12,873,Florida,28.17928535319083,85.84145758245094
4704,3131,15,12,871,Florida,29.65722078545565,81.42000858201912
4705,3131,15,12,868,Florida,29.538995371218643,85.64492459951464
4706,3131,15,12,863,Florida,26.318878832518003,84.3900026934097
4707,3131,15,12,862,Florida,26.528583015789625,82.72050359002405
4708,2926,15,12,862,Florida,25.503076296515722,80.97863936501545
4709,2846,15,12,856,Florida,30.759364007990293,82.75949265364927
4710,2846,15,12,853,Florida,25.03060098385227,80.96018806925903
4711,2846,15,12,853,Florida,25.705186737378305,82.92452125261056
4712,2846,15,12,852,Florida,26.866364352828683,84.30961312549594
4713,2846,15,12,851,Florida,30.925307044878217,86.35291894072387
4714,2846,15,12,848,Florida,29.13049052062044,79.87646901091176
4715,2846,15,12,848,Florida,25.49079837473502,82.25961036131723
4716,2846,15,12,848,Florida,28.183571757726803,84.72575587226716
4717,2846,15,12,847,Florida,29.109117023926657,85.40592453571925
4718,2846,15,12,847,Florida,27.18542792038683,86.58002677198063
4719,2846,15,12,844,Florida,29.63878883877394,81.95586326893775
4720,2846,15,12,844,Florida,26.240756838109192,84.51898198839794
4721,2846,15,12,844,Florida,25.944738109324472,79.93816666655525
4722,2846,15,12,842,Florida,26.011646871897224,83.30427396139974
4723,2846,15,12,841,Florida,27.102535693154483,81.12208845482951
4724,2846,15,12,838,Florida,26.83690631160036,86.39051510172777
4725,2846,15,12,837,Florida,27.10643399313856,81.98519606992045
4726,2846,15,12,836,Florida,28.068456967919946,80.49830930464465
4727,2846,15,12,836,Florida,30.85381496952457,86.64456981673474
4728,2846,15,12,835,Florida,24.581709575862494,84.55218929301905
4729,2846,15,12,834,Florida,30.859060096100166,82.18993495743446
4730,2846,15,12,831,Florida,29.92704575900862,85.79579828342249
4731,2846,15,12,831,Florida,25.562442061721935,82.54574685983584
4732,2846,15,12,831,Florida,26.889633166093315,87.5729071499766
4733,2846,15,12,831,Florida,27.86374819020061,85.1068380624893
4734,2846,15,12,831,Florida,30.06054650371107,79.87329111057123
4735,2846,15,12,831,Florida,30.067072484827822,80.50994797826638
4736,2846,15,12,830,Florida,25.140090753707053,82.27623355639172
4737,2846,15,12,828,Florida,25.253359539330848,80.90746240441158
4738,2846,15,12,825,Florida,30.933029992545414,84.62552421165165
4739,2846,15,12,825,Florida,27.57095085480737,82.53499533114602
4740,2846,15,12,825,Florida,28.76312966292516,80.94640677711443
4741,2846,15,12,822,Florida,25.713985702000393,82.36923171354746
4742,2840,15,12,819,Florida,27.14542128813594,81.04914985217756
4743,2839,15,12,819,Florida,25.471648242417004,83.54471006801342
4744,2810,15,12,817,Florida,29.151406801499352,85.31688470646884
4745,2776,15,12,817,Florida,30.4616184146071,85.6235071256784
4746,2643,15,12,814,Florida,30.96484864260182,81.30185003174773
4747,2562,15,12,811,Florida,26.9119955337863,86.46426888438161
4748,2562,15,12,804,Florida,27.287707185893574,83.09116110607788
4749,2562,15,12,803,Florida,24.638914881694234,87.60081785304887
4750,2562,15,12,802,Florida,27.68020802567542,86.9139701169195
4751,2562,15,12,802,Florida,29.876794368962877,80.75547730957214
4752,2562,15,12,802,Florida,30.222533693915246,85.13320513389549
4753,2562,15,12,802,Florida,25.158280462107232,80.65691030751883
4754,2562,15,12,802,Florida,28.969479353192412,80.66980373546882
4755,2562,15,12,787,Florida,25.788891778575696,86.98602693052834
4756,2562,15,12,774,Florida,28.506162292072275,80.67265519441379
4757,2562,15,12,774,Florida,29.164805156721293,85.00028541424304
4758,2562,15,12,771,Florida,30.358651705559815,80.32541604996298
4759,2562,15,12,771,Florida,25.160450289835893,83.81091951167036
4760,2562,15,12,771,Florida,25.423284490459658,81.09595026129573
4761,2562,15,12,768,Florida,26.78028950456533,82.21690812366428
4762,2562,15,12,764,Florida,28.628158853838915,85.2204021172872
4763,2562,15,12,760,Florida,27.739322538464958,83.7517936743493
4764,2562,15,12,757,Florida,28.177513694312086,81.3928606990514
4765,2562,15,12,756,Florida,27.705713328388125,81.85918191607904
4766,2562,15,12,755,Florida,30.31644501227765,80.81012270443068
4767,2562,15,12,748,Florida,29.032530306862995,84.41303087903503
4768,2562,15,12,745,Florida,27.50648349014947,87.04195723387056
4769,2562,15,12,743,Florida,25.307310567959036,81.66051317180943
4770,2562,15,12,743,Florida,29.68886083144017,86.35444566581444
4771,2562,15,12,743,Florida,25.521837342893424,81.9269866493937
4772,2562,15,12,743,Florida,30.657262392571976,81.87805215313738
4773,2562,15,12,743,Florida,27.753231439009493,82.26888747804648
4774,2562,15,12,743,Florida,25.680952760315662,83.98598887351127
4775,2562,15,12,743,Florida,30.74680015646074,81.03809368238593
4776,2562,15,12,743,Florida,28.531955768785526,84.98700349873913
