,Time,User ID,Number of request
9100,8,81520,5
9101,8,18396,2
9102,8,71649,6
9103,8,116894,1
9104,8,69191,1
9105,8,71641,2
9106,8,40302,9
9107,8,108708,1
9108,8,112459,1
9109,8,58695,3
9110,8,85432,1
9111,8,39962,5
9112,8,12117,1
9113,8,93226,1
9114,8,109926,1
9115,8,33446,1
9116,8,29533,4
9117,8,61855,1
9118,8,37678,3
9119,8,118100,7
9120,8,91161,2
9121,8,99093,1
9122,8,88884,3
9123,8,130817,4
9124,8,9768,13
9125,8,113211,3
9126,8,22561,2
9127,8,67851,3
9128,8,1535,2
9129,8,25115,4
9130,8,114491,1
9131,8,79156,3
9132,8,6544,2
9133,8,55591,1
9134,8,6634,1
9135,8,69283,1
9136,8,128280,1
9137,8,80454,2
9138,8,18983,3
9139,8,73807,1
9140,8,111136,2
9141,8,25613,1
9142,8,2962,6
9143,8,25710,1
9144,8,14636,2
9145,8,80394,3
9146,8,45220,2
9147,8,8355,1
9148,8,40066,2
9149,8,88164,4
9150,8,39079,1
9151,8,65277,3
9152,8,35327,1
9153,8,126660,2
9154,8,21775,2
9155,8,91685,1
9156,8,87127,1
9157,8,120041,2
9158,8,84200,3
9159,8,127666,12
9160,8,75612,1
9161,8,79863,2
9162,8,33825,1
9163,8,66309,3
9164,8,61599,6
9165,8,129790,1
9166,8,13879,6
9167,8,26801,1
9168,8,73481,1
9169,8,83150,1
9170,8,85191,1
9171,8,594,5
9172,8,107720,1
9173,8,89232,4
9174,8,128982,1
9175,8,67145,1
9176,8,67708,3
9177,8,15397,1
9178,8,89764,1
9179,8,49783,3
9180,8,98048,1
9181,8,97647,1
9182,8,55995,2
9183,8,114704,3
9184,8,73249,1
9185,8,55593,2
9186,8,28816,1
9187,8,44766,4
9188,8,101706,1
9189,8,106095,1
9190,8,102520,2
9191,8,77251,2
9192,8,51307,1
9193,8,60528,1
9194,8,30768,1
9195,8,62114,2
9196,8,109302,1
9197,8,53315,1
9198,8,10901,1
9199,8,20731,4
9200,8,30043,2
9201,8,130875,3
9202,8,100552,1
9203,8,17957,1
9204,8,36937,2
9205,8,1363,1
9206,8,55497,5
9207,8,371,5
9208,8,50410,1
9209,8,76308,1
9210,8,87007,1
9211,8,128884,1
9212,8,92136,4
9213,8,59371,1
9214,8,41515,1
9215,8,112933,1
9216,8,59220,3
9217,8,130427,1
9218,8,108474,8
9219,8,103103,1
9220,8,87701,1
9221,8,82985,1
9222,8,2049,7
9223,8,56559,2
9224,8,44672,1
9225,8,43843,3
9226,8,34770,7
9227,8,81177,6
9228,8,123062,4
9229,8,39776,1
9230,8,118366,1
9231,8,55755,2
9232,8,41967,1
9233,8,128257,1
9234,8,62838,1
9235,8,13121,3
9236,8,1998,3
9237,8,63128,1
9238,8,123214,1
9239,8,80816,1
9240,8,17325,2
9241,8,62291,3
9242,8,67806,1
9243,8,118193,1
9244,8,115048,1
9245,8,110227,3
9246,8,124189,1
9247,8,65755,4
9248,8,68548,1
9249,8,129423,1
9250,8,389,2
9251,8,96319,3
9252,8,129414,3
9253,8,63829,1
9254,8,128194,2
9255,8,51346,1
9256,8,111967,4
9257,8,86472,1
9258,8,109651,1
9259,8,36929,1
9260,8,67953,1
9261,8,102695,1
9262,8,100094,7
9263,8,40684,2
9264,8,55430,2
9265,8,128502,1
9266,8,15045,1
9267,8,32066,1
9268,8,8701,3
9269,8,77902,1
9270,8,14369,1
9271,8,88933,1
9272,8,54512,1
9273,8,116558,2
9274,8,74162,4
9275,8,87945,3
9276,8,23836,1
9277,8,102981,1
9278,8,84889,1
9279,8,21669,1
9280,8,108436,1
9281,8,38529,1
9282,8,57630,1
9283,8,11522,1
9284,8,90354,1
9285,8,111733,1
9286,8,123544,1
9287,8,90836,1
9288,8,33624,3
9289,8,19541,1
9290,8,123371,1
9291,8,123928,3
9292,8,2006,1
9293,8,1929,1
9294,8,12405,7
9295,8,44149,1
9296,8,55914,1
9297,8,79483,1
9298,8,105144,7
9299,8,38242,2
9300,8,110006,1
9301,8,111422,1
9302,8,67576,2
9303,8,46624,1
9304,8,68718,1
9305,8,19766,2
9306,8,108454,5
9307,8,41840,1
9308,8,23991,1
9309,8,108601,1
9310,8,70365,3
9311,8,35372,1
9312,8,123868,1
9313,8,54033,2
9314,8,46263,4
9315,8,100919,1
9316,8,29843,1
9317,8,29443,1
9318,8,109434,2
9319,8,56399,1
9320,8,34340,1
9321,8,121548,1
9322,8,102572,2
9323,8,124410,2
9324,8,37599,1
9325,8,61103,1
9326,8,8538,3
9327,8,47901,1
9328,8,60099,3
9329,8,94484,4
9330,8,83820,1
9331,8,56636,3
9332,8,84592,2
9333,8,107852,4
9334,8,41287,1
9335,8,66273,1
9336,8,4038,3
9337,8,63976,7
9338,8,83887,3
9339,8,31649,1
9340,8,18858,1
9341,8,122411,1
9342,8,61420,5
9343,8,86109,1
9344,8,76251,1
9345,8,89533,1
9346,8,21092,2
9347,8,38585,1
9348,8,73499,1
9349,8,51141,1
9350,8,80216,2
9351,8,11752,1
9352,8,109950,1
9353,8,130842,4
9354,8,101548,1
9355,8,79255,1
9356,8,47402,1
9357,8,4078,1
9358,8,11147,5
9359,8,30925,4
9360,8,3489,1
9361,8,73489,1
9362,8,48195,6
9363,8,9508,2
9364,8,57143,1
9365,8,62401,2
9366,8,51570,1
9367,8,23115,2
9368,8,12568,2
9369,8,125630,1
9370,8,49770,3
9371,8,104712,2
9372,8,80561,1
9373,8,17089,1
9374,8,47685,2
9375,8,67765,1
9376,8,118682,1
9377,8,82663,1
9378,8,52763,1
9379,8,94198,3
9380,8,16754,1
9381,8,5278,1
9382,8,104603,1
9383,8,95847,2
9384,8,35874,1
9385,8,99887,4
9386,8,5440,1
9387,8,79440,1
9388,8,45120,1
9389,8,125268,2
9390,8,15065,1
9391,8,86436,3
9392,8,130216,3
9393,8,116789,1
9394,8,82591,1
9395,8,56727,2
9396,8,47319,2
9397,8,83500,1
9398,8,129962,1
9399,8,50357,1
9400,8,31760,1
9401,8,76035,1
9402,8,15897,2
9403,8,79727,1
9404,8,21957,1
9405,8,106879,1
9406,8,105349,1
9407,8,95182,3
9408,8,71216,1
9409,8,56974,1
9410,8,89735,1
9411,8,74903,2
9412,8,5511,1
9413,8,96327,2
9414,8,67345,2
9415,8,121573,1
9416,8,48729,1
9417,8,129279,2
9418,8,57002,3
9419,8,104270,1
9420,8,52338,1
9421,8,70125,1
9422,8,116030,1
9423,8,32893,4
9424,8,111000,4
9425,8,54890,6
9426,8,18987,2
9427,8,92286,4
9428,8,25917,1
9429,8,93645,1
9430,8,26985,2
9431,8,124728,1
9432,8,92388,2
9433,8,19154,5
9434,8,6315,3
9435,8,104761,1
9436,8,110824,1
9437,8,80900,1
9438,8,1530,1
9439,8,110777,1
9440,8,32127,1
9441,8,124549,2
9442,8,94668,1
9443,8,25364,3
9444,8,9531,1
9445,8,95323,1
9446,8,22651,3
9447,8,47864,2
9448,8,58032,5
9449,8,107843,1
9450,8,28293,1
9451,8,130864,3
9452,8,127556,3
9453,8,28022,1
9454,8,51855,1
9455,8,47558,1
9456,8,25048,3
9457,8,38808,1
9458,8,91941,3
9459,8,69382,1
9460,8,26569,1
9461,8,68404,3
9462,8,86780,1
9463,8,23331,2
9464,8,123877,1
9465,8,9986,1
9466,8,125361,1
9467,8,95003,1
9468,8,14791,2
9469,8,123589,1
9470,8,65134,1
9471,8,69333,1
9472,8,54013,2
9473,8,129176,1
9474,8,260,1
9475,8,22182,1
9476,8,51461,1
9477,8,53388,1
9478,8,123012,1
9479,8,66990,1
9480,8,122003,3
9481,8,117536,3
9482,8,21553,1
9483,8,74264,1
9484,8,105628,1
9485,8,43133,1
9486,8,117976,2
9487,8,52530,1
9488,8,93715,1
9489,8,494,1
9490,8,57585,1
9491,8,33664,1
9492,8,115881,1
9493,8,91111,5
9494,8,2138,3
9495,8,6067,1
9496,8,72235,1
9497,8,68787,1
9498,8,99639,3
9499,8,107971,1
9500,8,45899,2
9501,8,13451,1
9502,8,1277,3
9503,8,22912,1
9504,8,34373,1
9505,8,34766,1
9506,8,98926,3
9507,8,35104,4
9508,8,27251,1
9509,8,110419,1
9510,8,15471,1
9511,8,60022,1
9512,8,73569,1
9513,8,71794,1
9514,8,42868,2
9515,8,66532,2
9516,8,123545,3
9517,8,13104,3
9518,8,22078,1
9519,8,79838,1
9520,8,53898,3
9521,8,66511,1
9522,8,28801,2
9523,8,49598,1
9524,8,50064,6
9525,8,6865,1
9526,8,28614,1
9527,8,114416,4
9528,8,25742,3
9529,8,48956,1
9530,8,79050,1
9531,8,1718,1
9532,8,65194,2
9533,8,47939,1
9534,8,30039,4
9535,8,105635,1
9536,8,94429,1
9537,8,128611,2
9538,8,109361,1
9539,8,82830,3
9540,8,57984,1
9541,8,66225,1
9542,8,29441,1
9543,8,101096,3
9544,8,131729,2
9545,8,107155,1
9546,8,86246,1
9547,8,112172,10
9548,8,20944,2
9549,8,34703,2
9550,8,68145,2
9551,8,119952,1
9552,8,131340,1
9553,8,128610,1
9554,8,93712,3
9555,8,27642,1
9556,8,37425,2
9557,8,43278,1
9558,8,86480,1
9559,8,73787,1
9560,8,115584,1
9561,8,11811,1
9562,8,72694,1
9563,8,4397,1
9564,8,20100,1
9565,8,124945,1
9566,8,119329,1
9567,8,36842,2
9568,8,108074,6
9569,8,101491,1
9570,8,43960,1
9571,8,39118,1
9572,8,90093,1
9573,8,113356,2
9574,8,57641,2
9575,8,35563,1
9576,8,37638,3
9577,8,32565,4
9578,8,76913,2
9579,8,21764,1
9580,8,37820,1
9581,8,44795,2
9582,8,59213,1
9583,8,127495,1
9584,8,85787,1
9585,8,55103,2
9586,8,16267,1
9587,8,124354,2
9588,8,70362,1
9589,8,53833,3
9590,8,45832,1
9591,8,12029,2
9592,8,128708,2
9593,8,113621,1
9594,8,59761,1
9595,8,40456,2
9596,8,57314,1
9597,8,99146,1
9598,8,129087,1
9599,8,118903,2
9600,8,91067,1
9601,8,71824,2
9602,8,83105,1
9603,8,80754,2
9604,8,53192,1
9605,8,78554,1
9606,8,38427,1
9607,8,65110,2
9608,8,127153,1
9609,8,77361,1
9610,8,92667,1
9611,8,83896,1
9612,8,87093,1
9613,8,19796,1
9614,8,3374,1
9615,8,5081,1
9616,8,124654,1
9617,8,28105,1
9618,8,28661,2
9619,8,28881,1
9620,8,49407,2
9621,8,110146,1
9622,8,52659,1
9623,8,60639,2
9624,8,69392,1
9625,8,48210,2
9626,8,123961,2
9627,8,69904,1
9628,8,128439,1
9629,8,38305,1
9630,8,62248,2
9631,8,122681,1
9632,8,112920,1
9633,8,61562,1
9634,8,67570,1
9635,8,42662,1
9636,8,109348,1
9637,8,22289,1
9638,8,31004,1
9639,8,24105,1
9640,8,69404,1
9641,8,99687,1
9642,8,114694,1
9643,8,38696,2
9644,8,45139,1
9645,8,69232,1
9646,8,110869,1
9647,8,70171,1
9648,8,105302,1
9649,8,34650,1
9650,8,50572,1
9651,8,78274,2
9652,8,124874,1
9653,8,8803,2
9654,8,79118,1
9655,8,2825,1
9656,8,29488,1
9657,8,9646,1
9658,8,68962,1
9659,8,5279,1
9660,8,610,1
9661,8,51402,2
9662,8,31298,2
9663,8,103604,5
9664,8,87057,1
9665,8,48361,1
9666,8,98206,1
9667,8,30167,3
9668,8,73526,1
9669,8,42408,1
9670,8,46462,1
9671,8,66151,3
9672,8,61480,3
9673,8,37722,1
9674,8,128105,1
9675,8,90547,4
9676,8,99977,4
9677,8,10655,2
9678,8,36504,2
9679,8,6924,1
9680,8,121251,1
9681,8,28431,2
9682,8,87043,1
9683,8,36597,1
9684,8,122306,3
9685,8,32037,1
9686,8,62602,1
9687,8,110433,1
9688,8,126386,1
9689,8,1695,1
9690,8,107230,2
9691,8,1410,6
9692,8,9247,1
9693,8,34236,1
9694,8,4555,2
9695,8,129241,1
9696,8,9013,1
9697,8,34784,1
9698,8,123960,1
9699,8,55737,1
9700,8,59053,1
9701,8,127168,2
9702,8,51207,2
9703,8,124897,2
9704,8,68593,1
9705,8,5186,1
9706,8,113677,2
9707,8,64806,2
9708,8,42330,2
9709,8,13149,2
9710,8,19092,1
9711,8,33581,1
9712,8,29687,1
9713,8,99950,1
9714,8,92878,1
9715,8,50273,1
9716,8,109082,1
9717,8,96829,1
9718,8,4774,1
9719,8,86842,1
9720,8,50537,2
9721,8,62330,1
9722,8,49755,1
9723,8,60117,1
9724,8,68443,1
9725,8,85225,1
9726,8,55927,1
9727,8,218,1
9728,8,113390,1
9729,8,80258,1
9730,8,131425,1
9731,8,72245,1
9732,8,57981,1
9733,8,15319,1
9734,8,118299,1
9735,8,43596,1
9736,8,95855,1
9737,8,126214,1
9738,8,93813,1
9739,8,77286,1
9740,8,66932,2
9741,8,117789,1
9742,8,94555,1
9743,8,13754,1
9744,8,41005,1
9745,8,74672,1
9746,8,81186,1
9747,8,76939,2
9748,8,87877,2
9749,8,6456,1
9750,8,29048,1
9751,8,115665,1
9752,8,57045,1
9753,8,43790,3
9754,8,70443,1
9755,8,64810,1
9756,8,55222,3
9757,8,115167,1
9758,8,90533,1
9759,8,80947,1
9760,8,79952,1
9761,8,125636,1
9762,8,58046,2
9763,8,129451,1
9764,8,2675,3
9765,8,34494,1
9766,8,35821,1
9767,8,76824,1
9768,8,11917,1
9769,8,84012,2
9770,8,82509,1
9771,8,4664,1
9772,8,106271,1
9773,8,52416,1
9774,8,100534,1
9775,8,81564,1
9776,8,97866,1
9777,8,52081,2
9778,8,4480,1
9779,8,109995,1
9780,8,107257,1
9781,8,130616,1
9782,8,47477,2
9783,8,33101,1
9784,8,71689,1
9785,8,105731,1
9786,8,31054,1
9787,8,13858,1
9788,8,70146,1
9789,8,43941,1
9790,8,38380,1
9791,8,15422,1
9792,8,123515,1
9793,8,125036,1
9794,8,72107,1
9795,8,80235,1
9796,8,2402,1
9797,8,124049,1
9798,8,95175,1
9799,8,46530,1
9800,8,13695,1
9801,8,10966,2
9802,8,95570,1
9803,8,105395,1
9804,8,75244,1
9805,8,115225,4
9806,8,77133,2
9807,8,81706,1
9808,8,4137,1
9809,8,18469,2
9810,8,19220,2
9811,8,118665,1
9812,8,86152,1
9813,8,86817,1
9814,8,8286,1
9815,8,91133,1
9816,8,48950,1
9817,8,50977,1
9818,8,70451,1
9819,8,46787,2
9820,8,33369,2
9821,8,126338,1
9822,8,24167,1
9823,8,126597,2
9824,8,23960,1
9825,8,38136,1
9826,8,56365,2
9827,8,43493,3
9828,8,96753,1
9829,8,108913,1
9830,8,82942,2
9831,8,77756,1
9832,8,50070,1
9833,8,58288,1
9834,8,4014,1
9835,8,4208,1
9836,8,40520,1
9837,8,62499,1
9838,8,87241,1
9839,8,68651,1
9840,8,41213,1
9841,8,50017,1
9842,8,82238,1
9843,8,67412,1
9844,8,95538,1
9845,8,110635,1
9846,8,103215,1
9847,8,129753,1
9848,8,94044,1
9849,8,70145,1
9850,8,54766,3
9851,8,30175,2
9852,8,23130,1
9853,8,109113,1
9854,8,122291,1
9855,8,49771,1
9856,8,25534,1
9857,8,61814,1
9858,8,84098,1
9859,8,126239,1
9860,8,8822,1
9861,8,94656,1
9862,8,33470,1
9863,8,112131,1
9864,8,366,1
9865,8,126147,1
9866,8,58611,2
9867,8,12768,1
9868,8,104823,1
9869,8,22559,1
9870,8,35803,4
9871,8,38200,2
9872,8,54238,1
9873,8,98508,1
9874,8,125083,3
9875,8,35604,1
9876,8,58813,1
9877,8,44598,1
9878,8,120325,1
9879,8,104034,2
9880,8,772,1
9881,8,111415,1
9882,8,70586,1
9883,8,107865,1
9884,8,9409,1
9885,8,83163,1
9886,8,85065,1
9887,8,80855,1
9888,8,97035,1
9889,8,116864,1
9890,8,18502,1
9891,8,40654,1
9892,8,34078,1
9893,8,85011,1
9894,8,59521,2
9895,8,84382,1
9896,8,80427,1
9897,8,99486,1
9898,8,92985,2
9899,8,64100,2
9900,8,21966,1
9901,8,25361,2
9902,8,88896,1
9903,8,63991,1
9904,8,39590,2
9905,8,9250,1
9906,8,109474,2
9907,8,63281,3
9908,8,350,1
9909,8,52988,1
9910,8,54798,1
9911,8,76753,1
9912,8,67861,1
9913,8,37853,1
9914,8,50060,1
9915,8,2220,1
9916,8,40968,1
9917,8,110597,1
9918,8,39729,1
9919,8,54316,1
9920,8,62128,1
9921,8,38684,1
9922,8,23817,1
9923,8,49130,1
9924,8,83533,1
9925,8,5907,1
9926,8,38463,1
9927,8,127167,1
9928,8,1958,1
9929,8,93724,3
9930,8,30593,1
9931,8,33500,2
9932,8,87387,1
9933,8,56009,1
9934,8,41149,1
9935,8,26600,1
9936,8,54661,1
9937,8,125019,1
9938,8,109953,1
9939,8,43355,1
9940,8,115487,2
9941,8,106278,1
9942,8,106116,1
9943,8,120813,2
9944,8,114103,1
9945,8,79580,1
9946,8,57156,1
9947,8,91760,1
9948,8,67835,1
9949,8,58087,1
9950,8,62812,1
9951,8,59672,1
9952,8,131374,1
9953,8,124801,3
9954,8,89124,2
9955,8,117448,1
9956,8,57303,1
9957,8,20480,1
9958,8,38320,1
9959,8,125976,1
9960,8,43782,1
9961,8,108527,1
9962,8,118160,3
9963,8,67656,1
9964,8,86938,1
9965,8,71328,1
9966,8,112914,1
9967,8,121076,1
9968,8,77968,1
9969,8,131766,1
9970,8,115479,3
9971,8,85118,1
9972,8,103591,1
9973,8,64300,1
9974,8,90128,1
9975,8,46714,1
9976,8,130804,1
9977,8,103849,1
9978,8,118664,1
9979,8,48247,1
9980,8,121949,1
9981,8,72584,1
9982,8,3263,1
9983,8,84094,1
9984,8,67938,1
9985,8,84034,1
9986,8,100446,3
9987,8,18175,1
9988,8,28768,4
9989,8,53,1
9990,8,101051,1
9991,8,63558,1
9992,8,122106,1
9993,8,40765,2
9994,8,84536,1
9995,8,64619,1
9996,8,32079,1
9997,8,121976,1
9998,8,90073,1
9999,8,97673,1
10000,8,73112,1
10001,8,101379,1
10002,8,100870,1
10003,8,33523,1
10004,8,65529,1
10005,8,93295,1
10006,8,86611,1
10007,8,60363,1
10008,8,34939,1
10009,8,105379,2
10010,8,99473,1
10011,8,103913,1
10012,8,8147,1
10013,8,71369,1
10014,8,86328,1
10015,8,28480,4
10016,8,109065,4
10017,8,95241,1
10018,8,127849,1
10019,8,37645,1
10020,8,102218,1
10021,8,95775,1
10022,8,104488,1
10023,8,97903,1
10024,8,34891,1
10025,8,77102,1
10026,8,7934,1
10027,8,28343,1
10028,8,64008,1
10029,8,52814,1
10030,8,63178,1
10031,8,7009,1
10032,8,12927,1
10033,8,40960,1
10034,8,65769,1
10035,8,4791,1
10036,8,12272,1
10037,8,60101,1
10038,8,52267,3
10039,8,13348,1
10040,8,7218,1
10041,8,21331,1
10042,8,108237,1
10043,8,35291,1
10044,8,91432,1
10045,8,21353,1
10046,8,47942,1
10047,8,90044,1
10048,8,119128,1
10049,8,83819,1
10050,8,120582,1
10051,8,124904,1
10052,8,46798,2
10053,8,95820,1
10054,8,110541,1
10055,8,100686,1
10056,8,93048,1
10057,8,20969,1
10058,8,78041,1
10059,8,70759,1
10060,8,51721,1
10061,8,38348,1
10062,8,5537,2
10063,8,33217,1
10064,8,89387,1
10065,8,109562,1
10066,8,117818,1
10067,8,18069,1
10068,8,88021,1
10069,8,90523,1
10070,8,129980,1
10071,8,108205,1
10072,8,21319,1
10073,8,93406,1
10074,8,37431,1
10075,8,85334,1
10076,8,33234,1
10077,8,52441,1
10078,8,15554,1
10079,8,94688,1
10080,8,110358,1
10081,8,130882,1
10082,8,30498,1
10083,8,84617,1
10084,8,70752,1
10085,8,45925,1
10086,8,126986,1
10087,8,87128,1
10088,8,46089,2
10089,8,111371,1
10090,8,110105,1
10091,8,120980,1
10092,8,59930,1
10093,8,55955,1
10094,8,120822,1
10095,8,24815,1
10096,8,13181,1
10097,8,77720,1
10098,8,32162,1
10099,8,127348,1
10100,8,28704,1
10101,8,15725,1
10102,8,105862,1
10103,8,72764,1
10104,8,63834,1
10105,8,68422,2
10106,8,127428,1
10107,8,72224,1
10108,8,108793,1
10109,8,119797,1
10110,8,16022,1
10111,8,95035,1
10112,8,43182,1
10113,8,114718,2
10114,8,90113,1
10115,8,65818,1
10116,8,2097,1
10117,8,112907,1
10118,8,57109,1
10119,8,59340,1
10120,8,40755,3
10121,8,85224,1
10122,8,22152,1
10123,8,8489,1
10124,8,69966,1
10125,8,82027,1
10126,8,52483,1
10127,8,4034,1
10128,8,81397,1
10129,8,35861,1
10130,8,7342,1
10131,8,74080,1
10132,8,78916,1
10133,8,118368,1
10134,8,102672,1
10135,8,12771,1
10136,8,94040,1
10137,8,56959,2
10138,8,39709,1
10139,8,110055,1
10140,8,36726,1
10141,8,100229,1
10142,8,105151,1
10143,8,56043,1
10144,8,61174,1
10145,8,25969,1
10146,8,18681,1
10147,8,101577,1
10148,8,36235,1
10149,8,9742,1
10150,8,84595,1
10151,8,66324,1
10152,8,8340,1
10153,8,51266,1
10154,8,120485,1
10155,8,68418,1
10156,8,126163,1
10157,8,27405,1
10158,8,116701,1
10159,8,121406,1
10160,8,1286,1
10161,8,99246,1
10162,8,116291,1
10163,8,14448,1
10164,8,52625,1
10165,8,14426,1
10166,8,27118,1
10167,8,120933,1
10168,8,59696,1
10169,8,25584,1
10170,8,64713,1
10171,8,45795,1
10172,8,129480,1
10173,8,53636,1
10174,8,104911,1
10175,8,6417,1
10176,8,92329,1
10177,8,35969,1
10178,8,52228,1
10179,8,2540,1
10180,8,58380,1
10181,8,110590,1
10182,8,79518,1
10183,8,41928,1
10184,8,118656,1
10185,8,3443,1
10186,8,119342,1
10187,8,46563,1
10188,8,107693,1
10189,8,73053,1
10190,8,115583,1
10191,8,106793,1
10192,8,84117,1
10193,8,128862,1
10194,8,53562,1
10195,8,42306,1
10196,8,22423,1
10197,8,7855,1
10198,8,124032,1
10199,8,13656,1
10200,8,106358,1
10201,8,129974,1
10202,8,75560,1
10203,8,3201,1
10204,8,4239,1
10205,9,54843,1
10206,9,47842,1
10207,9,24568,1
10208,9,122869,1
10209,9,108511,13
10210,9,57301,1
10211,9,9768,15
10212,9,43182,1
10213,9,129506,1
10214,9,130842,4
10215,9,103571,1
10216,9,104690,1
10217,9,11147,3
10218,9,61532,4
10219,9,125361,2
10220,9,94484,4
10221,9,22912,2
10222,9,7342,1
10223,9,1410,4
10224,9,121251,1
10225,9,55755,12
10226,9,48654,1
10227,9,33470,2
10228,9,51928,1
10229,9,300,1
10230,9,58032,1
10231,9,19541,3
10232,9,125594,1
10233,9,15520,1
10234,9,127495,2
10235,9,47024,1
10236,9,2525,2
10237,9,61599,3
10238,9,113211,2
10239,9,37678,3
10240,9,5822,1
10241,9,84592,2
10242,9,37317,1
10243,9,110744,1
10244,9,78041,1
10245,9,80754,3
10246,9,88760,1
10247,9,1998,3
10248,9,40302,8
10249,9,98926,2
10250,9,60639,5
10251,9,105144,3
10252,9,20731,6
10253,9,25364,3
10254,9,108792,2
10255,9,34770,13
10256,9,2049,6
10257,9,123062,1
10258,9,118193,1
10259,9,41840,1
10260,9,6544,2
10261,9,125563,1
10262,9,31714,1
10263,9,112459,2
10264,9,131249,2
10265,9,128057,1
10266,9,71649,3
10267,9,55430,1
10268,9,114416,8
10269,9,120205,1
10270,9,32893,4
10271,9,129451,3
10272,9,50070,3
10273,9,4282,1
10274,9,99639,4
10275,9,90002,1
10276,9,55593,3
10277,9,13104,2
10278,9,594,4
10279,9,22423,1
10280,9,114294,1
10281,9,72245,2
10282,9,86584,1
10283,9,35327,1
10284,9,64823,2
10285,9,63976,10
10286,9,54890,4
10287,9,30175,1
10288,9,600,1
10289,9,2763,1
10290,9,127268,1
10291,9,13571,1
10292,9,115391,1
10293,9,42330,2
10294,9,66932,3
10295,9,28038,1
10296,9,88000,1
10297,9,3308,1
10298,9,122003,2
10299,9,86938,3
10300,9,101276,2
10301,9,124340,1
10302,9,76722,1
10303,9,131656,1
10304,9,22143,1
10305,9,86166,1
10306,9,127100,1
10307,9,107852,3
10308,9,64991,1
10309,9,38242,5
10310,9,10563,1
10311,9,9560,2
10312,9,31339,1
10313,9,67345,1
10314,9,34919,1
10315,9,105267,1
10316,9,78274,2
10317,9,60125,13
10318,9,56672,1
10319,9,74162,4
10320,9,91702,1
10321,9,123538,1
10322,9,106358,1
10323,9,22157,1
10324,9,8093,1
10325,9,39305,4
10326,9,39590,3
10327,9,26588,1
10328,9,61420,5
10329,9,14791,1
10330,9,25115,2
10331,9,109522,1
10332,9,43346,1
10333,9,87822,1
10334,9,95035,2
10335,9,11802,1
10336,9,32551,1
10337,9,46245,1
10338,9,127556,6
10339,9,56404,1
10340,9,114704,3
10341,9,61480,3
10342,9,99887,2
10343,9,126147,4
10344,9,80999,1
10345,9,105690,1
10346,9,119532,1
10347,9,126163,3
10348,9,110777,1
10349,9,56950,2
10350,9,92985,9
10351,9,4555,2
10352,9,43843,5
10353,9,72962,1
10354,9,61522,1
10355,9,112172,7
10356,9,47477,1
10357,9,39118,3
10358,9,110450,1
10359,9,111136,3
10360,9,130817,3
10361,9,66867,1
10362,9,37638,1
10363,9,108474,8
10364,9,27581,1
10365,9,109302,4
10366,9,15319,3
10367,9,130669,1
10368,9,33065,1
10369,9,20195,1
10370,9,68443,2
10371,9,127666,4
10372,9,32565,3
10373,9,371,1
10374,9,57002,1
10375,9,121453,1
10376,9,69232,2
10377,9,13906,1
10378,9,10655,2
10379,9,81177,3
10380,9,95847,2
10381,9,86780,2
10382,9,131500,1
10383,9,93712,6
10384,9,42304,4
10385,9,90275,1
10386,9,21118,1
10387,9,10022,1
10388,9,63516,1
10389,9,31604,1
10390,9,128194,6
10391,9,63878,2
10392,9,71832,1
10393,9,25104,6
10394,9,62499,2
10395,9,2460,1
10396,9,60574,1
10397,9,108074,5
10398,9,105862,1
10399,9,39067,2
10400,9,98056,1
10401,9,125685,1
10402,9,72011,3
10403,9,100629,1
10404,9,25048,2
10405,9,23331,3
10406,9,30102,1
10407,9,16267,1
10408,9,107636,1
10409,9,110146,1
10410,9,95765,1
10411,9,43493,5
10412,9,21092,1
10413,9,115479,3
10414,9,117536,2
10415,9,17285,1
10416,9,98199,1
10417,9,7628,1
10418,9,130714,1
10419,9,30465,3
10420,9,12148,2
10421,9,108195,1
10422,9,80164,1
10423,9,23418,3
10424,9,36597,1
10425,9,104535,1
10426,9,87945,2
10427,9,32698,3
10428,9,131400,1
10429,9,57630,1
10430,9,129962,2
10431,9,93125,1
10432,9,123928,3
10433,9,86297,3
10434,9,99146,2
10435,9,64656,1
10436,9,8803,1
10437,9,43281,1
10438,9,73216,1
10439,9,27118,2
10440,9,35104,3
10441,9,56727,1
10442,9,55103,2
10443,9,40240,1
10444,9,91317,1
10445,9,10668,2
10446,9,79838,1
10447,9,86984,2
10448,9,72670,1
10449,9,44044,1
10450,9,36165,1
10451,9,56855,1
10452,9,103846,1
10453,9,90086,1
10454,9,102357,1
10455,9,42868,1
10456,9,9508,2
10457,9,81078,1
10458,9,18935,1
10459,9,79186,1
10460,9,52814,2
10461,9,127807,1
10462,9,17179,2
10463,9,2098,2
10464,9,6591,1
10465,9,2962,4
10466,9,86714,1
10467,9,115165,1
10468,9,30637,1
10469,9,33446,1
10470,9,21637,1
10471,9,100516,2
10472,9,17874,1
10473,9,50738,3
10474,9,31317,1
10475,9,5242,1
10476,9,58695,4
10477,9,95943,2
10478,9,47685,3
10479,9,8355,2
10480,9,32491,1
10481,9,75263,1
10482,9,128257,2
10483,9,107259,1
10484,9,50537,1
10485,9,55842,2
10486,9,2081,1
10487,9,49771,1
10488,9,124897,2
10489,9,71205,1
10490,9,24326,1
10491,9,82942,4
10492,9,2446,1
10493,9,10342,1
10494,9,70125,1
10495,9,30043,2
10496,9,124354,3
10497,9,80013,1
10498,9,57984,2
10499,9,91111,3
